case_id,language,category,author_provider,judge_provider,judge_model,judge_snapshot,replica,timestamp_utc,latency_s,n_palabras_just,correccion,especificidad,explicacion,utilidad,comentario,error
CASE_CODE_CS_010,C#,funcional,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:59:11Z,9.614,82,50.0,12.0,22.0,20.0,"Afirma que 'el comportamiento del programa es idéntico' (funcional=100), lo cual es inexacto: B formatea con ToString(""F2""), usa arreglo y bucle para la entrada, double.Parse en vez de Convert.ToDouble y emite mensajes/etiquetas distintos ('GRANDE'/'PEQUEÑO'); además nunca cita ningún identificador ",
CASE_CODE_JAVA_024,Java,diferente,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:59:22Z,8.113,57,88.0,55.0,45.0,52.0,"Las afirmaciones cualitativas son correctas (A es búsqueda secuencial en un array con break, B es un productor-consumidor con BlockingQueue y AtomicBoolean) y la suma ponderada resulta coherente (~14), pero no se justifica de dónde salen los porcentajes por dimensión ni se citan elementos concretos ",
CASE_CODE_JAVA_024,Java,diferente,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:59:32Z,10.941,62,100.0,0.0,0.0,0.0,El texto es completamente genérico y se limita a enunciar un cálculo matemático y una conclusión sin referirse a ningún elemento concreto de los códigos.,
CASE_CODE_JAVA_024,Java,diferente,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:59:44Z,9.096,48,55.0,20.0,15.0,25.0,"La comparación general es plausible, pero es demasiado absoluta: no comparten únicamente el lenguaje y estilo, también comparten elementos concretos como clase, main, condicionales/bucles y System.out.println; además la ponderación no se justifica con evidencia del código.",
CASE_CODE_CS_041,C#,identico,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:59:55Z,35.682,46,100.0,100.0,100.0,100.0,"No hay afirmaciones falsas; ambos archivos son idénticos, lo que sustenta el argumento.",
CASE_CODE_JAVA_034,Java,funcional,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:00:31Z,9.94,79,82.0,72.0,63.0,66.0,"La argumentación es mayormente correcta, aunque exagera la equivalencia de salida porque B añade marcas de estado y usa HashMap sin orden garantizado.",
CASE_CODE_CS_058,C#,funcional,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T17:00:43Z,12.824,64,72.0,12.0,25.0,25.0,"La aritmética ponderada es correcta y la idea de equivalencia funcional con refactorización profunda es cierta, pero no se cita ni un solo elemento concreto (List vs array, LINQ Sum/Average/Max/Min, int.Parse vs Convert.ToInt32, métodos privados, operador ternario) ni se justifica de dónde salen los",
CASE_CODE_JAVA_019,Java,estructural,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:00:57Z,58.59,59,80.0,20.0,10.0,15.0,"No hay afirmaciones falsas, pero los valores numéricos de similitud no son verificables desde los archivos.",
CASE_CODE_JAVA_030,Java,funcional,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:01:57Z,23.251,45,100.0,25.0,80.0,85.0,Sin afirmaciones falsas.,
CASE_CODE_JAVA_060,Java,diferente,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:02:21Z,45.361,52,25.0,5.0,5.0,5.0,"Los porcentajes de similitud no son verificables en los archivos y la argumentación es completamente genérica, sin referencias concretas al código.",
CASE_CODE_CS_032,C#,diferente,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:03:07Z,8.609,72,75.0,35.0,40.0,40.0,"Es mayormente correcto, aunque llamar “menú interactivo” al archivo A es impreciso; además faltan referencias concretas a votos, tareas, enums o persistencia.",
CASE_CODE_CS_010,C#,funcional,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T17:03:17Z,7.38,37,100.0,0.0,20.0,10.0,"El texto es completamente genérico y no menciona ningún detalle concreto de los códigos evaluados, sirviendo como plantilla para cualquier par de programas similares.",
CASE_CODE_CS_041,C#,identico,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:03:26Z,4.93,47,100.0,35.0,45.0,45.0,"No detecto afirmaciones falsas, pero la justificación es muy genérica y no cita elementos concretos del código.",
CASE_CODE_JAVA_003,Java,estructural,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:03:33Z,71.276,54,100.0,25.0,45.0,40.0,"Los valores numéricos no se justifican ni se vinculan a elementos concretos del código, aunque la descripción estructural es correcta.",
CASE_CODE_JAVA_045,Java,identico,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:04:45Z,36.981,50,100.0,10.0,80.0,85.0,"Las afirmaciones son correctas; los archivos son idénticos, lo que justifica la clonación tipo 1 y las puntuaciones máximas.",
CASE_CODE_JAVA_041,Java,identico,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T17:05:23Z,6.969,33,95.0,15.0,30.0,35.0,"La afirmación de identidad total y el cálculo ponderado son verificables y correctos, pero el texto no cita ni un solo elemento concreto de estos archivos (bucle de notas, promedio, umbral 3.0, cierre del Scanner), por lo que serviría igual para cualquier par idéntico.",
CASE_CODE_JAVA_019,Java,estructural,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:05:32Z,7.992,80,80.0,20.0,35.0,40.0,"Las afirmaciones generales son plausibles y el cálculo es correcto, pero los porcentajes y subpuntajes no se justifican con elementos concretos de los archivos.",
CASE_CODE_JAVA_039,Java,estructural,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T17:05:41Z,10.347,45,100.0,75.0,75.0,80.0,"El texto es correcto y menciona el patrón algorítmico específico (transposición de matriz), aunque podría detallar más las diferencias de dominio de datos (int vs String).",
CASE_CODE_JAVA_039,Java,estructural,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T17:05:53Z,6.331,45,92.0,33.0,30.0,38.0,"Todo lo afirmado es cierto (mismo patrón de transposición y misma estructura de bucles), pero el texto se queda en generalidades: no cita ni un elemento concreto como int[][] matriz frente a String[][] puntuaciones, los nombres transpuesta/reorganizada o el separador "" "" frente a ""\t"", ni explica po",
CASE_CODE_CS_033,C#,identico,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:06:00Z,3.956,59,100.0,35.0,55.0,60.0,"No hay afirmaciones falsas; el texto es correcto, pero no cita elementos concretos del código y su justificación es bastante general.",
CASE_CODE_JAVA_024,Java,diferente,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:06:06Z,35.536,57,25.0,45.0,20.0,30.0,"La ponderación numérica (3%, 12%, etc.) es inventada y no verificable, lo que compromete la corrección del texto.",
CASE_CODE_CS_015,C#,estructural,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:06:42Z,33.606,72,100.0,0.0,0.0,5.0,"No contiene afirmaciones falsas, pero tampoco menciona ningún elemento concreto de los archivos; falta todo razonamiento.",
CASE_CODE_CS_057,C#,identico,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:07:17Z,6.771,44,100.0,25.0,55.0,50.0,"El texto es técnicamente correcto al afirmar que los archivos son copias exactas, pero la justificación es genérica y no señala elementos concretos del código.",
CASE_CODE_CS_057,C#,identico,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:07:25Z,37.697,44,100.0,0.0,60.0,30.0,La argumentación es correcta pero totalmente genérica; no menciona ningún elemento concreto de los archivos.,
CASE_CODE_CS_056,C#,diferente,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T17:08:04Z,10.661,89,100.0,20.0,70.0,40.0,"El texto es correcto y explica su razonamiento, pero es muy genérico al no mencionar detalles concretos de los códigos (como el dominio o la arquitectura específica) y está incompleto.",
CASE_CODE_CS_018,C#,funcional,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:08:16Z,6.928,74,75.0,30.0,35.0,40.0,"La afirmación de que es resultado de una refactorización no es verificable en los archivos; además, los porcentajes se enuncian sin justificar con ejemplos concretos.",
CASE_CODE_JAVA_001,Java,identico,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T17:08:24Z,4.992,20,95.0,10.0,25.0,30.0,"Las afirmaciones son verdaderas (los archivos son byte a byte idénticos), pero el texto no cita ningún elemento concreto del código (arreglo calificaciones, bucle de suma, cadena if/else-if) ni explica en qué consiste la 'síntesis ponderada', por lo que serviría igual para cualquier par de archivos ",
CASE_CODE_JAVA_034,Java,funcional,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T17:08:31Z,9.351,68,42.0,25.0,35.0,33.0,"Afirma que ambos producen 'exactamente la misma salida', lo cual es falso: B imprime marcas de estado [✓]/[ ] y en orden no determinista por usar HashMap, mientras A imprime solo la lista numerada; además no cita ningún elemento concreto (ArrayList vs HashMap, stream/filter, métodos de instancia) qu",
CASE_CODE_JAVA_034,Java,funcional,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:08:42Z,41.349,68,40.0,30.0,60.0,40.0,"Afirmación falsa: los fragmentos no producen la misma salida (A muestra lista sin marcas de completado, B incluye [✓]/[ ]).",
CASE_CODE_JAVA_019,Java,estructural,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:09:24Z,41.283,47,100.0,40.0,20.0,45.0,"No contiene afirmaciones falsas sobre el código, pero la argumentación es genérica, no menciona elementos concretos de los archivos y apenas explica el porqué.",
CASE_CODE_JAVA_039,Java,estructural,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:10:06Z,50.159,65,100.0,85.0,20.0,30.0,"Las afirmaciones sobre el código son verificables, pero no se explica el origen de las puntuaciones de similitud, lo que debilita la argumentación.",
CASE_CODE_JAVA_022,Java,funcional,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T17:10:57Z,10.436,78,72.0,15.0,35.0,33.0,"La aritmética ponderada es correcta y la equivalencia funcional (misma salida para el valor 45) es cierta, pero las cifras estructural/léxica/estilística se afirman sin evidencia y el texto no menciona ni un solo elemento concreto (OptionalInt, constructor con clone(), banderas encontrado/posicion, ",
CASE_CODE_JAVA_003,Java,estructural,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:11:10Z,9.329,54,80.0,55.0,65.0,60.0,"La caracterización como clon estructural tipo 2 es correcta, pero las puntuaciones parciales numéricas no están justificadas ni son verificables directamente en los archivos.",
CASE_CODE_JAVA_034,Java,funcional,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T17:11:21Z,6.89,49,55.0,15.0,25.0,25.0,"Las afirmaciones cualitativas son plausibles, pero los pesos y puntuaciones por dimensión aparecen como no verificables en los archivos y no se justifican con elementos concretos del código.",
CASE_CODE_CS_023,C#,estructural,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T17:11:29Z,10.244,57,72.0,15.0,30.0,28.0,"La aritmética de la ponderación es correcta y la afirmación de función distinta con estructura común es cierta, pero las sub-notas (30/90/80/95) se enuncian sin ninguna evidencia concreta de los archivos (ni un identificador, ni el patrón if/else-if/else, ni el return temprano, ni los rangos de clas",
CASE_CODE_CS_023,C#,estructural,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T17:11:41Z,36.148,51,100.0,20.0,50.0,50.0,No se detectan afirmaciones falsas; el texto es genérico y podría aplicarse a muchas parejas de programas con plantilla similar pero dominio distinto.,
CASE_CODE_JAVA_030,Java,funcional,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T17:15:40Z,10.466,50,100.0,0.0,20.0,10.0,El texto es una plantilla genérica que no menciona ni un solo detalle concreto de los códigos evaluados (como el uso de HashMap vs if-else).,
CASE_CODE_CS_015,C#,estructural,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T17:15:52Z,11.835,52,100.0,0.0,0.0,0.0,"El texto se limita a calcular una nota final a partir de puntuaciones dadas y describir esos números, sin hacer referencia alguna a los códigos evaluados ni justificar los valores.",
CASE_CODE_JAVA_034,Java,funcional,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T17:16:42Z,9.515,79,100.0,85.0,85.0,85.0,El texto identifica correctamente las diferencias de paradigma (monolítico vs OO con estado y Stream API) y justifica bien la coherencia de los puntajes.,
CASE_CODE_JAVA_003,Java,estructural,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T17:17:29Z,11.611,34,100.0,50.0,60.0,75.0,"El texto identifica correctamente las similitudes y diferencias, pero al no mencionar ejemplos concretos (como los nombres de variables o los valores de los umbrales) resulta algo genérico.",
